1;10;    249.8430;     36.8284;  292104.0;    181.5230;     26.8284;     624.0;     63.6568;  292728.0; 48.828400; 62.474210; 61.048658; 59.656827; 54.828400; 50.828400; 54.828400; 63.656827; 46.828400; 46.828400;
2;10;    191.8540;     31.3799;  626242.0;    183.7140;     28.8284;     152.0;    123.8651;  919122.0; 123.865127; 105.036700; 119.865127; 107.831622; 111.036700; 97.036700; 115.865127; 117.865127; 118.642471; 117.036700;
3;10;    225.6260;     32.8284;   44840.0;    136.4850;     22.0000;     176.0;    178.6935;  964138.0; 173.521927; 168.693500; 175.521927; 168.693500; 178.693500; 174.693500; 173.521927; 164.693500; 160.693500; 164.693500;
4;10;    214.8460;     42.4742;   71150.0;    193.0480;     28.0000;    1050.0;    249.1677; 1036338.0; 241.996127; 241.996127; 249.167700; 237.730200; 241.167700; 233.167700; 229.167700; 243.167700; 241.167700; 245.996127;
5;10;    212.9200;     28.0000;    5912.0;    208.1660;     28.0000;  180666.0;    305.1677; 1222916.0; 302.773471; 279.996127; 305.167700; 279.996127; 301.962622; 301.996127; 301.167700; 303.996127; 301.619476; 301.167700;
6;10;    194.5830;     33.6569;  168352.0;    218.6150;     30.0000;  126270.0;    368.8246; 1517538.0; 368.824600; 355.387100; 355.653027; 363.653027; 365.653027; 366.824600; 347.619522; 362.824600; 352.824600; 367.597061;
7;10;    126.9100;     24.8174;     210.0;    198.3920;     34.0000;  793532.0;    427.6420; 2311280.0; 414.459383; 403.642000; 427.642000; 407.099582; 424.445711; 410.470427; 408.470427; 405.642000; 420.470427; 412.470427;
8;10;    197.3490;     36.0000;   68934.0;    194.5360;     36.8284;   26346.0;    500.4704; 2406560.0; 473.642000; 500.470427; 473.642000; 475.642000; 484.470427; 491.298854; 487.240935; 475.642000; 491.642000; 477.265349;
9;10;    235.7900;     30.8284;   50058.0;    228.3970;     29.6569;   67332.0;    560.9557; 2523950.0; 558.665011; 546.922149; 552.127227; 553.298800; 556.942670; 554.102511; 560.955654; 554.127227; 544.127227; 560.116183;
10;10;    214.5130;     36.8284;  480070.0;    164.1310;     36.8284;    4840.0;    634.6125; 3008860.0; 603.784100; 607.784100; 620.612527; 611.784100; 599.784100; 620.612527; 628.612527; 601.784100; 612.601483; 634.612527;
11;10;    222.5830;     31.6458;  113734.0;    270.2150;     36.8284;  115990.0;    703.0867; 3238584.0; 690.258300; 691.086727; 689.086727; 694.258300; 689.881649; 693.915154; 703.086727; 695.062011; 691.086727; 695.075683;
12;10;    189.5600;     36.8284;  505012.0;    132.1090;     22.8284;    9370.0;    762.7435; 3752966.0; 751.915100; 753.915100; 756.366876; 755.915100; 761.915100; 762.743527; 743.915100; 741.915100; 749.915100; 752.743527;
13;10;    145.2690;     22.0000;     172.0;    221.4000;     32.0000;  541972.0;    816.7435; 4295110.0; 796.743500; 804.743500; 806.355619; 805.571927; 801.571927; 806.389310; 805.571927; 815.571927; 809.571927; 816.743500;
14;10;    203.4220;     30.8284;  283936.0;    204.9260;     38.0000; 1124752.0;    885.5719; 5703798.0; 858.355591; 866.400327; 867.571900; 866.400327; 863.571900; 868.400327; 874.400327; 849.571900; 880.400327; 885.571900;
15;10;    247.3860;     30.0000;  148484.0;    219.1000;     41.6121;  571922.0;    957.1840; 6424204.0; 930.400327; 938.400327; 920.951581; 930.400327; 941.571900; 957.184019; 938.400327; 941.571900; 945.571900; 930.366822;
16;10;    174.4850;     38.0000;      34.0;    208.5490;     35.6121;    1282.0;   1030.7961; 6425520.0; 1018.012427; 1026.012427; 1015.978922; 1007.184000; 1015.184000; 1018.012427; 1016.012427; 1030.796119; 1009.184000; 1004.012427;
17;10;    211.5680;     28.0000;    7696.0;    189.5590;     34.0000;   55326.0;   1092.7961; 6488542.0; 1078.796100; 1083.358600; 1065.624527; 1077.624527; 1074.796100; 1079.573444; 1087.358600; 1092.796100; 1068.796100; 1068.796100;
18;10;    186.0970;     29.6569;    6092.0;    180.6600;     29.6569;    8918.0;   1152.1099; 6503552.0; 1136.453000; 1136.453000; 1132.453000; 1150.453000; 1152.109854; 1147.843927; 1146.065119; 1136.453000; 1134.453000; 1132.453000;
19;10;    213.6890;     34.1684;  550072.0;    186.5470;     32.8284;    1314.0;   1219.1067; 7054938.0; 1206.278300; 1219.106727; 1194.278300; 1217.924110; 1200.278300; 1216.694001; 1202.278300; 1197.106727; 1192.278300; 1203.106727;
20;10;    200.8880;     33.3904;  124330.0;    221.9320;     38.8284;     532.0;   1291.3255; 7179800.0; 1262.497100; 1270.497100; 1280.497100; 1254.497100; 1291.325527; 1275.325527; 1274.497100; 1273.314483; 1287.126255; 1277.325527;
