32;10;    199.6960;     37.5869;    1824.0;   1072.2697; 3054452.0; 1051.511227; 1052.682800; 1072.269687; 1045.511227; 1055.477722; 1064.682800; 1066.682800; 1038.682800; 1039.511227; 1059.511227;
33;10;    205.9030;     28.8284;     888.0;   1101.0981; 3055340.0; 1101.053391; 1097.893049; 1090.451795; 1101.098127; 1088.269700; 1084.269700; 1082.269700; 1099.098127; 1095.098127; 1089.098127;
34;10;    227.1390;     40.8284;  381328.0;   1141.9265; 3436668.0; 1141.926527; 1134.305718; 1111.098100; 1105.098100; 1117.098100; 1121.926527; 1135.727255; 1125.926527; 1121.098100; 1123.915483;
35;10;    198.5600;     26.8284;     300.0;   1168.7549; 3436968.0; 1168.754927; 1159.926500; 1161.926500; 1168.754927; 1166.754927; 1165.926500; 1155.926500; 1143.926500; 1166.378276; 1159.549849;
36;10;    232.9270;     34.8284;   23570.0;   1203.5833; 3460538.0; 1198.411754; 1191.527361; 1195.583327; 1183.583327; 1192.754900; 1203.583327; 1182.754900; 1200.378249; 1180.754900; 1191.143522;
37;10;    230.2910;     30.8284;  205140.0;   1234.4117; 3665678.0; 1224.411727; 1222.842797; 1226.411727; 1230.042974; 1229.583300; 1234.411727; 1223.195419; 1224.411727; 1229.229110; 1221.583300;
38;10;    210.2830;     31.6233;    9084.0;   1266.0350; 3674762.0; 1253.240127; 1254.411700; 1261.240127; 1251.195391; 1266.035049; 1253.240127; 1252.974200; 1248.411700; 1254.411700; 1259.240127;
39;10;    189.6570;     32.0000;     110.0;   1298.0350; 3674872.0; 1298.035000; 1296.035000; 1278.863427; 1268.035000; 1286.035000; 1296.035000; 1292.035000; 1290.035000; 1272.863427; 1272.035000;
40;10;    225.6420;     36.8284;  147996.0;   1334.8634; 3822868.0; 1332.035000; 1331.680810; 1300.035000; 1316.863427; 1313.680810; 1308.863427; 1334.863427; 1318.852383; 1330.254354; 1318.863427;
41;10;    174.5700;     28.8284;   35610.0;   1363.6918; 3858478.0; 1357.022908; 1357.795976; 1363.691827; 1349.658322; 1361.691827; 1336.863400; 1360.243283; 1360.509210; 1338.863400; 1336.863400;
42;10;    205.7480;     38.8284;    1742.0;   1402.5202; 3860220.0; 1389.691800; 1386.520227; 1402.520227; 1371.691800; 1383.308997; 1378.520227; 1373.691800; 1384.509183; 1384.520227; 1387.691800;
43;10;    169.1840;     26.0000;    3848.0;   1428.5202; 3864068.0; 1404.520200; 1422.520200; 1424.520200; 1421.297544; 1409.315122; 1428.520200; 1408.520200; 1423.348627; 1425.303891; 1426.520200;
44;10;    192.8880;     28.0000;    2404.0;   1456.5202; 3866472.0; 1454.177054; 1448.520200; 1448.520200; 1440.520200; 1446.152338; 1456.520200; 1454.520200; 1430.520200; 1451.290708; 1447.348627;
45;10;    205.5750;     40.0000;    3650.0;   1496.5202; 3870122.0; 1470.520200; 1479.323911; 1477.348627; 1496.520200; 1462.520200; 1458.520200; 1487.348627; 1481.977782; 1473.348627; 1483.348627;
46;10;    163.3160;     22.8306;    8848.0;   1519.3508; 3878970.0; 1513.348627; 1510.520200; 1519.348627; 1508.520200; 1512.520200; 1519.350766; 1500.520200; 1516.520200; 1508.520200; 1519.348627;
47;10;    246.6300;     36.8284;   50338.0;   1556.1792; 3929308.0; 1549.007654; 1539.350800; 1526.179227; 1547.350800; 1547.350800; 1540.179227; 1556.179227; 1534.179227; 1554.179227; 1546.181366;
48;10;    175.3030;     24.8284;   26438.0;   1581.0076; 3955746.0; 1578.179200; 1566.179200; 1581.007627; 1564.179200; 1566.179200; 1576.179200; 1575.007627; 1574.996583; 1577.007627; 1578.179200;
49;10;    162.4200;     29.3909;    2562.0;   1610.3985; 3958308.0; 1608.380159; 1591.007600; 1607.836027; 1593.007600; 1587.007600; 1591.836027; 1589.007600; 1610.398527; 1609.007600; 1585.007600;
50;10;    158.6060;     24.5625;  123530.0;   1634.9610; 4081838.0; 1634.398500; 1622.398500; 1624.398500; 1624.617854; 1634.961000; 1614.398500; 1621.771059; 1629.226927; 1623.193422; 1633.226927;
51;10;    214.9710;     36.8284;   72092.0;   1671.7894; 4153930.0; 1671.789427; 1638.961000; 1660.961000; 1660.617854; 1660.961000; 1651.789427; 1653.789427; 1648.961000; 1671.789427; 1644.961000;
52;10;    167.4890;     32.0000;     180.0;   1703.7894; 4154110.0; 1696.584322; 1684.617827; 1684.617827; 1682.351900; 1698.606783; 1692.617827; 1675.789400; 1703.789400; 1682.617827; 1683.789400;
