1;10;    239.9980;     33.6569;   52490.0;     33.6569;   52490.0; 24.828427; 10.000000; 18.000000; 23.605771; 20.828427; 30.000000; 31.455505; 24.794922; 33.656854; 22.828427;
2;10;    239.3000;     34.5625;    2492.0;     68.2194;   54982.0; 57.114482; 45.656900; 60.485327; 48.485327; 53.656900; 62.451822; 68.219400; 57.656900; 56.485327; 65.656900;
3;10;    230.5940;     32.8284;  274058.0;    101.0478;  329040.0; 91.047827; 80.219400; 93.047827; 92.671176; 84.219400; 92.219400; 101.047827; 90.219400; 93.876254; 94.219400;
4;10;    191.7650;     26.8284;     226.0;    127.8762;  329266.0; 127.876227; 119.047800; 121.842722; 121.876227; 117.047800; 119.876227; 126.704654; 109.047800; 111.047800; 127.876227;
5;10;    210.1110;     40.0000;   64528.0;    167.8762;  393794.0; 142.704627; 156.706766; 155.876200; 144.704627; 145.876200; 157.876200; 130.704627; 131.876200; 167.876200; 154.671122;
6;10;    139.2560;     28.7705;     992.0;    196.6467;  394786.0; 196.646708; 171.876200; 173.876200; 195.533054; 173.876200; 179.876200; 181.876200; 192.704627; 169.876200; 181.876200;
7;10;    225.1490;     26.8284;   33074.0;    223.4751;  427860.0; 220.272356; 223.475127; 216.646700; 221.475127; 220.646700; 218.646700; 210.646700; 221.475127; 218.061277; 220.270049;
8;10;    199.9020;     35.6569;  502232.0;    259.1320;  930092.0; 247.428527; 225.475100; 239.694454; 258.303527; 235.475100; 259.062156; 236.303527; 238.303527; 235.475100; 259.131954;
9;10;    181.3620;     32.8284;   22942.0;    291.9604;  953034.0; 273.132000; 263.132000; 285.960427; 287.132000; 275.960427; 278.522927; 261.132000; 274.489422; 281.260632; 291.960427;
10;10;    239.5760;     38.4742;  394046.0;    330.4346; 1347080.0; 330.434637; 316.788827; 314.788827; 306.764111; 309.960400; 308.788827; 314.788827; 323.554086; 326.788827; 306.522900;
11;10;    200.7170;     30.8284;   47790.0;    361.2630; 1394870.0; 340.434600; 342.024093; 361.263027; 347.263027; 360.434600; 345.218291; 358.046719; 356.054132; 345.061678; 349.263027;
12;10;    220.7050;     32.8284;    3906.0;    394.0914; 1398776.0; 365.263000; 389.263000; 367.263000; 390.919854; 394.091427; 381.263000; 390.919854; 389.263000; 385.263000; 379.825500;
13;10;    217.1680;     40.8284;   59714.0;    434.9198; 1458490.0; 412.919827; 420.299710; 428.919827; 396.091400; 434.919827; 414.091400; 419.737210; 422.919827; 404.091400; 404.091400;
14;10;    216.0990;     28.0000;  297136.0;    462.9198; 1755626.0; 454.919800; 457.748227; 448.919800; 455.548955; 458.531919; 454.292359; 461.748227; 462.919800; 454.919800; 455.748227;
15;10;    207.4460;     28.3768;    9316.0;    491.2966; 1764942.0; 481.748227; 485.748227; 476.919800; 477.076725; 489.748227; 491.296567; 489.748227; 478.919800; 488.518735; 476.919800;
16;10;    177.4110;     37.6121;    4122.0;    528.9087; 1769064.0; 518.953454; 499.296600; 507.296600; 495.296600; 504.125027; 518.953454; 502.125027; 528.908719; 504.125027; 511.296600;
17;10;    199.4450;     28.8284;   64298.0;    557.7371; 1833362.0; 545.737127; 547.737127; 556.554510; 538.908700; 549.737127; 551.737127; 538.908700; 557.737127; 543.737127; 557.737127;
18;10;    168.1170;     29.6321;  347802.0;    587.3692; 2181164.0; 565.737100; 576.565527; 584.565527; 571.737100; 559.737100; 563.737100; 587.369238; 565.737100; 583.737100; 586.565527;
19;10;    209.3830;     42.8284;   20766.0;    630.1976; 2201930.0; 607.369200; 605.369200; 630.197627; 603.931700; 628.970088; 589.369200; 620.931608; 595.369200; 591.369200; 610.197627;
20;10;    213.7300;     32.0000;     642.0;    662.1976; 2202572.0; 650.197600; 644.992522; 662.197600; 658.197600; 661.026027; 645.843410; 649.001311; 646.197600; 647.026027; 651.026027;
21;10;    221.2690;     38.0000;     822.0;    700.1976; 2203394.0; 689.014983; 688.992522; 690.197600; 679.026027; 687.026027; 700.197600; 676.197600; 686.197600; 666.197600; 680.197600;
22;10;    198.1620;     34.8284;    4822.0;    735.0260; 2208216.0; 720.197600; 729.026027; 710.197600; 722.649376; 735.026027; 720.594135; 727.026027; 702.197600; 719.026027; 714.197600;
23;10;    205.2560;     34.0000;  321060.0;    769.0260; 2529276.0; 741.026000; 765.026000; 749.854427; 765.854427; 764.624671; 763.026000; 753.026000; 739.026000; 745.026000; 769.026000;
24;10;    230.0530;     40.0000;  210136.0;    809.0260; 2739412.0; 771.854427; 809.026000; 785.026000; 781.843383; 797.820922; 807.026000; 791.843383; 803.820922; 801.026000; 771.026000;
25;10;    235.2800;     38.0000;    2032.0;    847.0260; 2741444.0; 835.854427; 811.026000; 817.026000; 829.026000; 835.854427; 847.026000; 839.026000; 843.026000; 843.820922; 823.854427;
26;10;    185.5000;     30.0000;  299682.0;    877.0260; 3041126.0; 849.026000; 869.854427; 865.854427; 859.854427; 865.854427; 873.588500; 877.026000; 859.026000; 860.649349; 875.026000;
27;10;    210.4390;     36.0000;   10704.0;    913.0260; 3051830.0; 901.854427; 913.026000; 905.809691; 894.649349; 887.026000; 902.583800; 912.671810; 889.026000; 887.026000; 887.026000;
28;10;    144.1090;     26.0000;     120.0;    939.0260; 3051950.0; 937.854427; 925.026000; 925.026000; 917.026000; 937.820922; 923.026000; 919.854427; 921.854427; 939.026000; 927.854427;
29;10;    171.8980;     30.8284;     380.0;    969.8544; 3052330.0; 967.854427; 947.026000; 951.026000; 947.026000; 965.266650; 953.026000; 949.026000; 949.026000; 963.026000; 969.854427;
30;10;    189.3030;     30.8284;     214.0;   1000.6828; 3052544.0; 976.682827; 989.854400; 977.854400; 973.854400; 998.671783; 991.854400; 1000.682827; 996.682827; 997.854400; 983.854400;
31;10;    218.7050;     34.0000;      84.0;   1034.6828; 3052628.0; 1025.511227; 1013.511227; 1004.682800; 1027.511227; 1027.245300; 1022.682800; 1033.511227; 1008.682800; 1027.511227; 1034.682800;
