1;1;    173.0717;    173.0717;       1.0;
2;1;    162.2778;    162.2778;       1.0;
3;1;    256.3631;    256.3631;       1.0;
4;1;    300.4092;    300.4092;       1.0;
5;1;    126.1163;    126.1163;       1.0;
6;1;    318.6322;    318.6322;       1.0;
7;1;    174.6325;    174.6325;       1.0;
8;1;    109.0413;    109.0413;       1.0;
9;1;    217.7343;    217.7343;       1.0;
10;1;    156.9451;    156.9451;       1.0;
11;1;    113.3027;    113.3027;       1.0;
12;1;    276.2367;    276.2367;       1.0;
13;1;    100.6686;    100.6686;       1.0;
14;1;    285.2779;    285.2779;       1.0;
15;1;    174.4329;    174.4329;       1.0;
16;1;    175.7244;    175.7244;       1.0;
17;1;     67.1708;     67.1708;       1.0;
18;1;    220.6280;    220.6280;       1.0;
19;1;    207.9409;    207.9409;       1.0;
20;1;    151.9544;    151.9544;       1.0;
21;1;    238.6614;    238.6614;       1.0;
22;1;    165.9098;    165.9098;       1.0;
23;1;     68.9321;     68.9321;       1.0;
24;1;     53.7972;     53.7972;       1.0;
25;1;    150.4735;    150.4735;       1.0;
26;1;    114.2106;    114.2106;       1.0;
27;1;    159.6871;    159.6871;       1.0;
28;1;    229.9253;    229.9253;       1.0;
29;1;    154.3267;    154.3267;       1.0;
30;1;    364.1799;    364.1799;       1.0;
31;1;    291.4485;    291.4485;       1.0;
32;1;    322.1160;    322.1160;       1.0;
33;1;    144.2629;    144.2629;       1.0;
34;1;    326.5662;    326.5662;       1.0;
35;1;    309.5883;    309.5883;       1.0;
36;1;    294.8260;    294.8260;       1.0;
37;1;    175.9968;    175.9968;       1.0;
38;1;    109.5775;    109.5775;       1.0;
39;1;    186.7377;    186.7377;       1.0;
40;1;    191.6930;    191.6930;       1.0;
41;1;    225.6221;    225.6221;       1.0;
42;1;    416.9071;    416.9071;       1.0;
43;1;    289.3936;    289.3936;       1.0;
44;2;    383.4804;    310.1946;       2.0;
45;2;    452.5371;    315.5954;       2.0;
46;2;    408.9510;    256.3631;       2.0;
47;2;    442.7233;    290.6054;       2.0;
48;2;    761.5444;    415.2100;       2.0;
49;2;    357.1927;    328.6404;       2.0;
50;2;    457.9732;    262.3664;       2.0;
51;2;    253.3758;    133.1351;       2.0;
52;2;    408.1686;    257.6950;       2.0;
53;2;    526.2171;    268.4208;       2.0;
54;2;     81.5622;     49.6617;       2.0;
55;2;    617.3553;    395.8557;       2.0;
56;2;    266.3801;    172.8086;       2.0;
57;2;    257.8470;    169.4261;       2.0;
58;2;    403.7963;    270.0711;       2.0;
59;2;    608.9809;    317.0692;       2.0;
60;2;    272.3673;    163.3260;       2.0;
61;2;    585.9491;    333.8238;       2.0;
62;2;    399.1474;    326.5509;       2.0;
63;2;    117.2344;     85.0087;       2.0;
64;2;    366.8755;    296.1003;       2.0;
65;2;    618.4312;    336.1484;       2.0;
66;2;    622.6047;    381.7352;       2.0;
67;2;    482.6624;    467.1714;       2.0;
68;2;    574.6035;    360.1002;       2.0;
69;2;    359.2143;    249.5188;       2.0;
70;2;    336.8805;    272.6516;       2.0;
71;2;    417.6656;    262.5671;       2.0;
72;2;    306.6784;    213.2659;       2.0;
